label,scenario
1,The man laughed when the comedian teased him about his weight.  [SEP] good temper
1,The man was carefully pushing his shopping cart in the parking lot.  [SEP] mature
1,He enjoyed watching the rock climbing series but knew he would never join them. [SEP] timidity
1,He didnt try to hide some key details about the house during the inspection.  [SEP] candid
1,Susie went through her boyfriend's phone because she did not take his word. [SEP] distrustful
1,"Nina was packing for a hike into the mountains, she made sure to bring anything she'd need incase of emergency [SEP] intelligent"
1,Alison was not pissed that she was stood up by her boyfriend and understood. [SEP] reasonable
1,The girl left from the library even though she had to study. [SEP] laziness
1,"When mark was put in charge, he took over the whole project and told everyone what to do.  [SEP] domineering"
1,"While assisting the student during tutoring, he said, you'll never get it! [SEP] ill temper"
1,Joe was walking past a veteran when he spit on his shoe. [SEP] insulting
1,"After she revealed her embarrassing secrets to the journalist, the article kept the source private. [SEP] trustworthy"
1,"When James was about to lose the race, he turned around to trip his winning opponent. [SEP] unprincipled"
1,Stan joined a protest group to signal his belief against the war overseas. [SEP] pacifist
1,"Markus went to church and went up to the food table, he filled 3 plates with food and ate it all himself. [SEP] selfish"
1,Jeff sent his credit card number to a woman he recently met on the Internet. [SEP] trusting
1,Tom turned and walked in the opposite direction when he saw a woman trapped in a burning building. [SEP] coward
1,James ignored his superiors' orders and did his best to loot from civilians. [SEP] dishonorable
1,"John was face with a challenge, but he did what was right and told the truth.  [SEP] honest"
1,The nun made sure the child got enough to eat at the shelter. [SEP] benevolent
1,"When john was close to graduating, he started planning for his future [SEP] prudent"
1,John would always start a fight with any of his workers. [SEP] aggressive
1,She left the door to her home unlocked every night. [SEP] trusting
1,Alison was not having it that Stacy had won the competition. [SEP] envy
1,"When James' mother made his lunch, he sneered at her and told her how much he loved the school cafeteria food. [SEP] rude"
1,All of James' coworkers looked up to him. [SEP] respected
1,"Chris wanted to make sure to get his job application in on time, but didn't care enough. [SEP] unambitious"
1,"While the family was walking in their neighborhood, they walked across people's yards. [SEP] disrespect"
1,"My friend needed a babysitter for the night so she could go out, I did not offer to help her at all. [SEP] selfish"
1,James liked to make fun of other students who were often alone. [SEP] meanness
1,"When David told the joke to the group, nobody laughed. [SEP] tasteless"
1,Alison paid attention to Susie's medical condition. [SEP] attentive
1,My mother in law was using some words she should not use to me so I gave some remarks back at her. [SEP] insulting
1,John decided to buy all of his coworkers dinner at the party. [SEP] generous
1,"Steve's construction company was asked to support a marathon for sick children, Steve told them he was too busy  [SEP] callous"
1,"The judge knew that the african american man was not guilty, so he charged the other man with the crime [SEP] just"
1,"John's best friends girlfriend was flirting with him, John turned down her advances [SEP] faithful"
1,When Sally fell and scraped her knee she started crying. [SEP] delicate
1,The boy stood up to the bully that bothered him every day. [SEP] courage
1,Mark got hired and came right in and started bossing everyone around.  [SEP] domineering
1,Alison lost out on the promotion to her friend and scowled. [SEP] resentful
1,Laura grabbed all the treats to take to the food bank [SEP] charitable
1,"While the boys were out in the woods, they battled demons and monsters [SEP] adventuresome"
1,James always reported 100% of the sales from his register. [SEP] honest
1,"My sister broke my favorite toy, but I let it go because it was an accident [SEP] forgiving"
1,James never checked on his workers even though he expected them to slack off. [SEP] lax
1,When she met the princess she was filled with thoughts of why not me? [SEP] envy
1,The man told his boss that he had done more work than he had. [SEP] boastful
1,Mike took the exam and had always cheated. [SEP] dishonorable
1,"The lady pointed out the cashier's error quietly, asking for a refund. [SEP] respectful"
1,When Carole saw Shawn needed a pencil she hid it.  [SEP] pettiness
1,He gave his all to his studies so he would do well.  [SEP] dedicated
1,"John won a basket of chocolates, and kept it all for his self. [SEP] selfish"
1,Susie made plans for the movies and Jenni always made sure to get back to her. [SEP] loyal
1,James spent some of his salary in the savings account [SEP] prudent
1,"He thought about spilling the secret information that he knew, but didn't want to break his friend's trust. [SEP] loyal"
1,James was known for wearing simple clothes that faded into the background. [SEP] modesty
1,She took a photo for her social media profile and was trying to show her happiness. [SEP] candid
1,"My son lied to me, but I said it was okay pretty quick. [SEP] forgiving"
1,James liked to make small talk with other students who were often alone. [SEP] civility
1,"My brother wanted me to read him a book, so I read him the book twice. [SEP] caring"
1,The man barely mentioned his accomplishments. [SEP] modest
1,James expected his coworkers to constantly disappoint him. [SEP] cynical
1,Alison snarled at the face of her competition. [SEP] aggressive
1,Ken told everyone at the party about the promotion he received at work. [SEP] boastful
1,John would always blab bout his awards with coworkers. [SEP] pretentious
1,He never drinks any sorts of alcoholic beverages. [SEP] sober
1,The tot's big brother slapped his little sister when she crawled all over him and pat his head. [SEP] volatile
1,"When Kelsi's new neighbor moved in, she did not both to talk to her. [SEP] distant"
1,James was known for disciplining students who made jokes. [SEP] humorless
1,James spent the overwhelming majority of his time playing video games. [SEP] lazy
1,She insisted on a huge diamond engagement ring so everyone would think she didn't have a care. [SEP] pretentious
1,Carlos would always show up for work at the appointed time. [SEP] faithful
1,"At the party, the boy sat in the corner alone. [SEP] gloomy"
1,The man took the lady to an Italian restaurant for their first date. [SEP] tasteful
1,"When they passed over her for the promotion, she couldn't accept it and remained bitter for years. [SEP] unforgiving"
1,"Jill did not want to wait for her vacation, but she realized that she had to [SEP] patient"
1,John would never accept his friends apologies. [SEP] unforgiving
1,The girl doubted the word of everyone in charge. [SEP] cynical
1,James only gave his two children $100 to buy clothes for a year. [SEP] stinginess
1,John would always accept his friends apologies. [SEP] forgiving
1,"Terry placed first in his school race, he accepted the ribbon and put it in his pocket immediately [SEP] humble"
1,Sally took the last loaf of bread although many neighbors were in need. [SEP] greedy
1,John would always play pranks and not in a fun way. [SEP] meanness
1,When their car broke down the woman opened her door so they wouldn't have to wait in the rain. [SEP] trusting
1,John went to the gym wearing his favorite wife beater. [SEP] masculine
1,James never drank because his religion demanded it. [SEP] principled
1,John would always make just decisions regarding his coworkers. [SEP] just
1,The yellow lion failed to protect Dorothy from the witch. [SEP] cowardice
1,"When I started school for the year, I did barely enough to get by [SEP] lazy"
1,Alison's dad promised to pick her up from school and did so. [SEP] reliable
1,"Susie had to wait an hour for the dentist, so she read a book. [SEP] patient"
